latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
30.33657,73.51684,336.64,0.5,0.41,2024-10-04,0828,N21,VIIRS,l,2.0NRT,308.73,13.46,D
30.36631,73.60699,341.72,0.5,0.41,2024-10-04,0828,N21,VIIRS,n,2.0NRT,310.35,6.53,D
30.37005,73.60638,337.9,0.5,0.41,2024-10-04,0828,N21,VIIRS,n,2.0NRT,308.34,6.66,D
30.38937,73.60857,333.61,0.5,0.41,2024-10-04,0828,N21,VIIRS,n,2.0NRT,308.04,2.53,D
30.38747,73.56123,339.28,0.5,0.41,2024-10-04,0828,N21,VIIRS,n,2.0NRT,307.19,17.85,D
30.19851,72.0685,331.5,0.43,0.38,2024-10-04,0828,N21,VIIRS,l,2.0NRT,305.97,1.29,D
30.32805,73.04729,335.26,0.47,0.4,2024-10-04,0828,N21,VIIRS,n,2.0NRT,308.58,6.53,D
30.40559,73.61658,335.76,0.5,0.41,2024-10-04,0828,N21,VIIRS,l,2.0NRT,307.12,8.25,D
30.41492,73.59914,344.97,0.5,0.41,2024-10-04,0828,N21,VIIRS,n,2.0NRT,308.2,9.3,D
30.39091,73.37251,339.04,0.49,0.4,2024-10-04,0828,N21,VIIRS,n,2.0NRT,308.19,4.67,D
30.43067,73.66586,332.98,0.51,0.41,2024-10-04,0828,N21,VIIRS,l,2.0NRT,307.06,3.1,D
30.39586,73.38206,335.97,0.49,0.4,2024-10-04,0828,N21,VIIRS,l,2.0NRT,309.03,4.44,D
30.40821,73.39042,347.3,0.49,0.4,2024-10-04,0828,N21,VIIRS,n,2.0NRT,309.78,18.6,D
30.3979,73.38019,335.27,0.49,0.4,2024-10-04,0828,N21,VIIRS,n,2.0NRT,307.2,3.51,D
30.42459,73.57499,333.97,0.5,0.41,2024-10-04,0828,N21,VIIRS,n,2.0NRT,305.91,3.15,D
30.40651,73.38916,341.98,0.49,0.4,2024-10-04,0828,N21,VIIRS,n,2.0NRT,307.72,8.63,D
30.41021,73.38855,346.48,0.49,0.4,2024-10-04,0828,N21,VIIRS,n,2.0NRT,306.62,8.63,D
30.37671,72.98747,335.27,0.47,0.4,2024-10-04,0828,N21,VIIRS,l,2.0NRT,307.38,4.57,D
30.48311,73.65073,342.62,0.51,0.41,2024-10-04,0828,N21,VIIRS,n,2.0NRT,308.96,11.22,D
30.49171,73.43779,339.42,0.49,0.41,2024-10-04,0828,N21,VIIRS,n,2.0NRT,308.86,16.63,D
30.53387,73.69089,333.8,0.51,0.41,2024-10-04,0828,N21,VIIRS,l,2.0NRT,306.08,4.78,D
30.52179,73.59118,335.2,0.5,0.41,2024-10-04,0828,N21,VIIRS,l,2.0NRT,309.6,7.3,D
30.56454,73.88187,331.39,0.52,0.42,2024-10-04,0828,N21,VIIRS,l,2.0NRT,306.21,3.79,D
30.5261,73.56393,331.86,0.5,0.41,2024-10-04,0828,N21,VIIRS,l,2.0NRT,304.88,1.2,D
30.5158,73.41821,336.2,0.49,0.41,2024-10-04,0828,N21,VIIRS,l,2.0NRT,308.62,5.83,D
30.5195,73.41759,337.13,0.49,0.41,2024-10-04,0828,N21,VIIRS,l,2.0NRT,308.6,5.83,D
30.51755,73.41534,342.14,0.49,0.41,2024-10-04,0828,N21,VIIRS,n,2.0NRT,307.64,12.22,D
30.56843,73.78588,334.08,0.52,0.41,2024-10-04,0828,N21,VIIRS,n,2.0NRT,307.71,2.84,D
30.59291,73.86407,333.76,0.52,0.42,2024-10-04,0828,N21,VIIRS,n,2.0NRT,305.94,2.95,D
30.53675,73.38609,345.97,0.49,0.4,2024-10-04,0828,N21,VIIRS,n,2.0NRT,308.64,7.04,D
30.61239,73.9996,337.5,0.53,0.42,2024-10-04,0828,N21,VIIRS,n,2.0NRT,307.23,7.32,D
30.58362,73.75082,336.12,0.51,0.41,2024-10-04,0828,N21,VIIRS,n,2.0NRT,309.42,6.55,D
30.58299,73.74548,345.61,0.51,0.41,2024-10-04,0828,N21,VIIRS,n,2.0NRT,306.74,6.55,D
30.57683,73.66008,335.26,0.51,0.41,2024-10-04,0828,N21,VIIRS,l,2.0NRT,308.09,4.01,D
30.59495,73.74901,333.62,0.51,0.41,2024-10-04,0828,N21,VIIRS,l,2.0NRT,305.32,3.45,D
30.58439,73.53078,331.18,0.5,0.41,2024-10-04,0828,N21,VIIRS,l,2.0NRT,305.35,5.37,D
30.52705,72.96945,337.48,0.47,0.4,2024-10-04,0828,N21,VIIRS,n,2.0NRT,308.47,8.2,D
30.62257,73.65811,335.7,0.51,0.41,2024-10-04,0828,N21,VIIRS,l,2.0NRT,307.91,4.31,D
30.63963,73.73645,332.94,0.51,0.41,2024-10-04,0828,N21,VIIRS,n,2.0NRT,306.44,4.69,D
30.639,73.73112,332.69,0.51,0.41,2024-10-04,0828,N21,VIIRS,n,2.0NRT,306.49,3.31,D
30.64368,73.57972,344.69,0.5,0.41,2024-10-04,0828,N21,VIIRS,n,2.0NRT,307.03,5.52,D
30.67576,73.81252,334.19,0.52,0.41,2024-10-04,0828,N21,VIIRS,l,2.0NRT,306.64,5,D
30.6449,73.5826,334.23,0.5,0.41,2024-10-04,0828,N21,VIIRS,n,2.0NRT,306.74,3.54,D
30.64429,73.57736,333.74,0.5,0.41,2024-10-04,0828,N21,VIIRS,n,2.0NRT,305.52,3.54,D
30.67507,73.81053,334.39,0.52,0.41,2024-10-04,0828,N21,VIIRS,l,2.0NRT,306.3,5.69,D
30.70521,73.93835,334.88,0.53,0.42,2024-10-04,0828,N21,VIIRS,n,2.0NRT,305.79,5.36,D
30.68222,73.70576,335.26,0.51,0.41,2024-10-04,0828,N21,VIIRS,n,2.0NRT,307.55,1.94,D
30.69097,73.74786,340.83,0.51,0.41,2024-10-04,0828,N21,VIIRS,n,2.0NRT,307.2,6.95,D
30.69475,73.74726,336.15,0.51,0.41,2024-10-04,0828,N21,VIIRS,n,2.0NRT,305.98,3.11,D
30.72365,73.96334,333.14,0.53,0.42,2024-10-04,0828,N21,VIIRS,n,2.0NRT,304.67,5.3,D
30.72178,73.91348,333.23,0.52,0.42,2024-10-04,0828,N21,VIIRS,n,2.0NRT,305.88,3.37,D
30.73891,74.02827,335.98,0.53,0.42,2024-10-04,0828,N21,VIIRS,n,2.0NRT,306.3,7.87,D
30.68426,73.52826,340.09,0.5,0.41,2024-10-04,0828,N21,VIIRS,n,2.0NRT,308.89,6.06,D
30.78514,74.12303,335.99,0.54,0.42,2024-10-04,0828,N21,VIIRS,n,2.0NRT,305.77,3.54,D
30.74777,73.80446,335.61,0.52,0.41,2024-10-04,0828,N21,VIIRS,n,2.0NRT,306.99,4.62,D
30.78115,74.02164,343.52,0.53,0.42,2024-10-04,0828,N21,VIIRS,n,2.0NRT,309.85,15.26,D
30.75024,73.76024,332.49,0.52,0.41,2024-10-04,0828,N21,VIIRS,l,2.0NRT,305.69,2.87,D
29.95401,68.07932,341.91,0.39,0.36,2024-10-04,0828,N21,VIIRS,n,2.0NRT,314.2,1.83,D
30.72573,73.39998,336.31,0.5,0.41,2024-10-04,0828,N21,VIIRS,l,2.0NRT,308.89,5.38,D
30.78916,73.89175,332.21,0.52,0.42,2024-10-04,0828,N21,VIIRS,n,2.0NRT,306.85,3.53,D
30.76843,73.71918,332.07,0.51,0.41,2024-10-04,0828,N21,VIIRS,l,2.0NRT,305.29,3.64,D
30.72429,73.40385,332.85,0.5,0.41,2024-10-04,0828,N21,VIIRS,l,2.0NRT,304.93,4.26,D
30.76457,73.71837,330.64,0.51,0.41,2024-10-04,0828,N21,VIIRS,l,2.0NRT,304.52,2.13,D
30.728,73.40324,333.88,0.5,0.41,2024-10-04,0828,N21,VIIRS,l,2.0NRT,306.17,4.26,D
30.80017,73.8943,332.22,0.52,0.42,2024-10-04,0828,N21,VIIRS,n,2.0NRT,305.15,2.73,D
30.81461,73.98705,338.6,0.53,0.42,2024-10-04,0828,N21,VIIRS,n,2.0NRT,307.37,4.5,D
30.82033,74.00303,344.36,0.53,0.42,2024-10-04,0828,N21,VIIRS,n,2.0NRT,307.83,19.07,D
30.60724,72.04505,336,0.43,0.38,2024-10-04,0828,N21,VIIRS,n,2.0NRT,309.04,3.18,D
30.78678,73.29417,334.32,0.49,0.4,2024-10-04,0828,N21,VIIRS,l,2.0NRT,306.98,4.21,D
30.78796,73.24206,333.82,0.49,0.4,2024-10-04,0828,N21,VIIRS,n,2.0NRT,306.99,2.9,D
30.80977,73.38985,338.34,0.5,0.41,2024-10-04,0828,N21,VIIRS,n,2.0NRT,308.21,6.16,D
30.96651,74.48553,331.69,0.56,0.43,2024-10-04,0828,N21,VIIRS,l,2.0NRT,305.83,4.12,D
30.91059,74.00579,332.16,0.53,0.42,2024-10-04,0828,N21,VIIRS,n,2.0NRT,305.3,3.72,D
30.9661,74.48993,333.17,0.57,0.43,2024-10-04,0828,N21,VIIRS,l,2.0NRT,306.64,4.83,D
30.86946,73.33566,333.25,0.49,0.41,2024-10-04,0828,N21,VIIRS,l,2.0NRT,306.2,5.24,D
31.01141,74.18253,337,0.55,0.42,2024-10-04,0828,N21,VIIRS,n,2.0NRT,304.93,7.16,D
31.06556,74.34187,338.27,0.56,0.43,2024-10-04,0828,N21,VIIRS,n,2.0NRT,306.4,6.3,D
31.06492,74.33606,338.53,0.56,0.43,2024-10-04,0828,N21,VIIRS,n,2.0NRT,305.84,2.03,D
31.06948,74.34127,335.71,0.56,0.43,2024-10-04,0828,N21,VIIRS,n,2.0NRT,306.44,6.85,D
31.08755,74.46964,333.59,0.57,0.43,2024-10-04,0828,N21,VIIRS,l,2.0NRT,305.57,7.89,D
31.08783,73.65107,334.68,0.51,0.41,2024-10-04,0828,N21,VIIRS,n,2.0NRT,304.99,5.23,D
31.08823,73.6553,332.24,0.51,0.41,2024-10-04,0828,N21,VIIRS,l,2.0NRT,304.16,7.55,D
31.24656,74.46296,330.31,0.57,0.43,2024-10-04,0828,N21,VIIRS,n,2.0NRT,303.81,4.04,D
31.3625,74.5378,342,0.38,0.43,2024-10-04,0828,N21,VIIRS,n,2.0NRT,308.32,3.29,D
31.41463,74.58785,354.4,0.39,0.44,2024-10-04,0828,N21,VIIRS,n,2.0NRT,307.48,6.47,D
31.40961,74.42877,333.9,0.57,0.43,2024-10-04,0828,N21,VIIRS,n,2.0NRT,306.68,3.95,D
31.46435,74.59684,336.13,0.39,0.44,2024-10-04,0828,N21,VIIRS,n,2.0NRT,305.09,4.98,D
31.48168,74.60661,367,0.39,0.44,2024-10-04,0828,N21,VIIRS,h,2.0NRT,307.4,11.21,D
31.49278,74.59669,341.7,0.39,0.44,2024-10-04,0828,N21,VIIRS,n,2.0NRT,305.57,4.4,D
31.49233,74.59264,332.16,0.39,0.44,2024-10-04,0828,N21,VIIRS,n,2.0NRT,304.63,4.74,D
31.49678,74.59609,337.08,0.39,0.44,2024-10-04,0828,N21,VIIRS,n,2.0NRT,304.71,4.4,D
31.21688,72.10033,333.18,0.44,0.39,2024-10-04,0828,N21,VIIRS,n,2.0NRT,306.99,2.96,D
31.21747,72.10265,331.63,0.44,0.39,2024-10-04,0828,N21,VIIRS,n,2.0NRT,306.52,3.78,D
31.08131,70.73724,335.6,0.4,0.37,2024-10-04,0828,N21,VIIRS,l,2.0NRT,308.81,2.29,D
31.20455,70.21681,335.43,0.39,0.36,2024-10-04,0828,N21,VIIRS,n,2.0NRT,307.02,2.31,D
31.76645,74.48391,339.54,0.38,0.44,2024-10-04,0828,N21,VIIRS,n,2.0NRT,306.74,4.59,D
31.66724,73.56863,334.19,0.52,0.41,2024-10-04,0828,N21,VIIRS,n,2.0NRT,306.03,2.13,D
31.69692,73.55833,333.62,0.52,0.41,2024-10-04,0828,N21,VIIRS,n,2.0NRT,305.76,4.09,D
31.37416,70.7496,334.82,0.4,0.37,2024-10-04,0828,N21,VIIRS,n,2.0NRT,304.63,2.59,D
31.69068,73.04691,330.4,0.49,0.4,2024-10-04,0828,N21,VIIRS,n,2.0NRT,305.21,1.79,D
31.70358,73.12363,332.69,0.49,0.41,2024-10-04,0828,N21,VIIRS,l,2.0NRT,304.49,2.6,D
31.87626,74.5435,331.36,0.39,0.44,2024-10-04,0828,N21,VIIRS,n,2.0NRT,303.34,1.93,D
31.83764,74.15437,334.59,0.56,0.43,2024-10-04,0828,N21,VIIRS,n,2.0NRT,306.86,5.34,D
31.86385,74.28232,334.5,0.56,0.43,2024-10-04,0828,N21,VIIRS,n,2.0NRT,303.98,6.33,D
31.88697,74.34554,333.14,0.57,0.43,2024-10-04,0828,N21,VIIRS,n,2.0NRT,305.06,6.18,D
31.74806,72.81182,332.51,0.48,0.4,2024-10-04,0828,N21,VIIRS,n,2.0NRT,304.69,6.17,D
31.74746,72.80679,330.19,0.48,0.4,2024-10-04,0828,N21,VIIRS,n,2.0NRT,303.9,5.33,D
31.81593,73.161,343.98,0.5,0.41,2024-10-04,0828,N21,VIIRS,n,2.0NRT,307.09,15.03,D
31.93741,74.01286,333.9,0.55,0.43,2024-10-04,0828,N21,VIIRS,n,2.0NRT,304.59,3.94,D
32.26227,74.83033,334.57,0.41,0.45,2024-10-04,0828,N21,VIIRS,n,2.0NRT,302.33,2.69,D
32.2807,74.73204,330.54,0.4,0.44,2024-10-04,0828,N21,VIIRS,n,2.0NRT,302.16,2.53,D
31.81949,70.85728,334.03,0.41,0.37,2024-10-04,0828,N21,VIIRS,l,2.0NRT,307.15,2,D
32.29182,74.76186,336.92,0.4,0.44,2024-10-04,0828,N21,VIIRS,n,2.0NRT,304,5.86,D
31.93887,70.93743,333.23,0.41,0.37,2024-10-04,0828,N21,VIIRS,l,2.0NRT,305.93,3.15,D
32.3873,74.26201,333.47,0.57,0.43,2024-10-04,0828,N21,VIIRS,n,2.0NRT,302.88,4.74,D
35.15178,72.94989,338.2,0.53,0.42,2024-10-04,0830,N21,VIIRS,n,2.0NRT,295.15,14.76,D
35.15116,72.94429,348.01,0.53,0.42,2024-10-04,0830,N21,VIIRS,n,2.0NRT,299.69,10.54,D
35.15495,72.94341,341.85,0.53,0.42,2024-10-04,0830,N21,VIIRS,n,2.0NRT,304.26,10.54,D
35.15446,72.93906,332.35,0.53,0.42,2024-10-04,0830,N21,VIIRS,n,2.0NRT,296.96,10.54,D
35.15872,72.94233,343.58,0.53,0.42,2024-10-04,0830,N21,VIIRS,n,2.0NRT,294.51,12.12,D
35.46645,73.68612,341.82,0.39,0.44,2024-10-04,0830,N21,VIIRS,n,2.0NRT,304.28,41.04,D
34.17791,73.7353,344.02,0.56,0.43,2024-10-04,0830,N21,VIIRS,n,2.0NRT,309.2,12.4,D
34.96491,73.13588,329.88,0.54,0.42,2024-10-04,0830,N21,VIIRS,n,2.0NRT,300.76,5.65,D
35.56124,74.23397,299.8,0.39,0.36,2024-10-04,2051,N21,VIIRS,n,2.0NRT,281.21,1.01,N
35.72174,73.86578,298.51,0.39,0.36,2024-10-04,2051,N21,VIIRS,n,2.0NRT,281.6,0.76,N
35.79115,73.69411,317.77,0.39,0.36,2024-10-04,2051,N21,VIIRS,n,2.0NRT,282.3,2.34,N
35.71434,73.6606,305.54,0.39,0.36,2024-10-04,2051,N21,VIIRS,n,2.0NRT,281.68,0.96,N
34.96074,73.13259,309.63,0.4,0.37,2024-10-04,2051,N21,VIIRS,n,2.0NRT,278.18,1.34,N
35.27178,73.09699,299.73,0.4,0.37,2024-10-04,2051,N21,VIIRS,n,2.0NRT,284.92,1.54,N
35.27118,73.1012,320.6,0.4,0.37,2024-10-04,2051,N21,VIIRS,n,2.0NRT,286.07,1.54,N
35.4651,73.68939,317.07,0.39,0.36,2024-10-04,2051,N21,VIIRS,n,2.0NRT,285.29,6.77,N
35.46569,73.68528,341.06,0.39,0.36,2024-10-04,2051,N21,VIIRS,n,2.0NRT,290.9,6.77,N
35.57251,73.46316,331.04,0.4,0.37,2024-10-04,2051,N21,VIIRS,n,2.0NRT,285.66,3.22,N
32.72442,72.81736,307.19,0.39,0.36,2024-10-04,2053,N21,VIIRS,n,2.0NRT,295.33,1.04,N
25.05145,67.49382,311.06,0.53,0.42,2024-10-04,2053,N21,VIIRS,n,2.0NRT,298.59,2.87,N
34.96237,71.9596,301.01,0.43,0.38,2024-10-04,2053,N21,VIIRS,n,2.0NRT,288.85,0.65,N
33.90454,71.91618,307.11,0.42,0.38,2024-10-04,2053,N21,VIIRS,n,2.0NRT,294.77,1.22,N
33.68803,72.71369,317.5,0.4,0.37,2024-10-04,2053,N21,VIIRS,n,2.0NRT,295.99,2.05,N
33.34951,70.32788,309.06,0.48,0.4,2024-10-04,2053,N21,VIIRS,n,2.0NRT,290.07,1.19,N
33.34588,70.32722,306.45,0.48,0.4,2024-10-04,2053,N21,VIIRS,n,2.0NRT,290.45,0.9,N
32.7223,72.92228,307.72,0.39,0.36,2024-10-04,2053,N21,VIIRS,n,2.0NRT,295.42,1.11,N
32.88834,71.61559,308.12,0.42,0.38,2024-10-04,2053,N21,VIIRS,n,2.0NRT,297.66,1.57,N
32.57362,72.56393,312.64,0.4,0.37,2024-10-04,2053,N21,VIIRS,n,2.0NRT,298.99,1.78,N
31.65153,74.17589,313.12,0.38,0.36,2024-10-04,2053,N21,VIIRS,n,2.0NRT,297.64,1.56,N
28.42597,69.70068,312.53,0.45,0.39,2024-10-04,2053,N21,VIIRS,n,2.0NRT,298.91,1.37,N
25.40211,68.56548,308.19,0.47,0.4,2024-10-04,2055,N21,VIIRS,n,2.0NRT,296.79,0.66,N
25.28644,68.32468,340.96,0.48,0.48,2024-10-05,0807,N21,VIIRS,n,2.0NRT,303.43,6.14,D
25.90652,69.14005,333.86,0.41,0.45,2024-10-05,0807,N21,VIIRS,n,2.0NRT,305.66,4.22,D
27.95152,69.00178,347.84,0.39,0.44,2024-10-05,0807,N21,VIIRS,n,2.0NRT,305.97,6.09,D
27.943,68.99224,341.51,0.39,0.44,2024-10-05,0807,N21,VIIRS,n,2.0NRT,306.79,5.28,D
27.85826,68.89868,342.01,0.39,0.44,2024-10-05,0807,N21,VIIRS,n,2.0NRT,308.4,6.17,D
26.69421,68.38229,337.34,0.44,0.46,2024-10-05,0807,N21,VIIRS,l,2.0NRT,308.99,3.66,D
26.28717,68.73917,335.91,0.43,0.46,2024-10-05,0807,N21,VIIRS,n,2.0NRT,306.13,2.09,D
25.97731,69.11056,330.8,0.41,0.45,2024-10-05,0807,N21,VIIRS,l,2.0NRT,304.97,3.11,D
25.99851,69.2194,330.57,0.41,0.45,2024-10-05,0807,N21,VIIRS,l,2.0NRT,304.89,2.62,D
25.28329,68.32641,337.74,0.47,0.48,2024-10-05,0807,N21,VIIRS,n,2.0NRT,303.25,7.2,D
25.53481,69.45959,333.09,0.4,0.44,2024-10-05,0807,N21,VIIRS,n,2.0NRT,303.76,2.2,D
25.9407,69.11926,332.71,0.41,0.45,2024-10-05,0807,N21,VIIRS,l,2.0NRT,304.53,4.98,D
25.38936,68.58076,338.03,0.46,0.47,2024-10-05,0807,N21,VIIRS,n,2.0NRT,302.96,4.01,D
30.48388,73.69283,335.03,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,304.88,3.28,D
30.48327,73.68887,333.02,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,303.8,3.28,D
30.42738,73.33183,337.49,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,306.36,16.07,D
30.51104,73.84666,334.54,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,303.37,10.11,D
30.50622,73.74954,334.29,0.38,0.36,2024-10-05,0809,N21,VIIRS,l,2.0NRT,305.29,3.56,D
30.48408,73.60687,338.76,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,305.71,6.78,D
30.44521,73.31575,330.98,0.39,0.36,2024-10-05,0809,N21,VIIRS,l,2.0NRT,303.98,2.82,D
30.50604,73.63914,339.03,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,304.83,5.99,D
30.44578,73.23336,334.25,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.71,3.58,D
30.53222,73.71573,339.95,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,304.4,3.52,D
30.52607,73.67609,341.06,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.6,3,D
30.56421,73.90134,337.07,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,303.71,2.96,D
30.53366,73.70316,330.13,0.38,0.36,2024-10-05,0809,N21,VIIRS,l,2.0NRT,303.74,2.3,D
30.52319,73.63577,335.32,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,304.25,2.7,D
30.53325,73.67869,334.68,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,303.36,2.7,D
30.56651,73.87225,338.19,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,303.85,4.21,D
30.52234,73.58681,339.1,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,307.34,13.41,D
30.57527,73.90725,342.66,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.84,4.17,D
30.53427,73.64165,333.44,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.86,5.19,D
30.50684,73.40146,344.83,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,305.65,12.44,D
30.60596,74.01961,331.58,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,304.79,2.04,D
30.55786,73.70634,334.29,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.9,3.51,D
30.57095,73.76908,348.37,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,304.64,6.37,D
30.56135,73.68514,351.52,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,307.17,8.51,D
30.54902,73.60583,333.34,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.89,2.03,D
30.61537,73.94813,330.18,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,305.05,1.7,D
30.58674,73.76173,332.17,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,301.68,3.26,D
30.57632,73.69432,334.47,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,304.91,2.46,D
30.59003,73.76105,332.74,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.11,3.26,D
30.58941,73.75709,338.61,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,303.02,3.26,D
30.5796,73.69364,333.86,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,303.61,2.46,D
30.58862,73.70815,345.43,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,304.09,9.46,D
30.633,73.95271,331.17,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,300.98,1.77,D
30.56734,73.46264,333.47,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.15,3,D
30.64127,73.91827,330.74,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,301.52,2.05,D
30.62361,73.80323,331.85,0.38,0.36,2024-10-05,0809,N21,VIIRS,l,2.0NRT,303.25,2.54,D
30.66963,74.05984,342.08,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,303.68,4.02,D
30.49182,72.90122,335.43,0.39,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,303.63,3.76,D
30.62985,73.57706,334.12,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,300.06,2.58,D
30.68363,73.88129,334.84,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.02,2.7,D
30.669,73.78603,343.44,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,303.12,3.67,D
30.66739,73.75362,333.88,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.83,2.02,D
30.70233,73.95935,331.1,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,303.15,2.28,D
30.70172,73.95538,331.74,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,300.99,2.28,D
30.70379,73.94676,340.54,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.49,4.04,D
30.63838,73.50146,334.26,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,304.7,2.08,D
30.75878,74.19792,330.51,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.84,2.19,D
30.74437,74.10239,332.82,0.38,0.36,2024-10-05,0809,N21,VIIRS,l,2.0NRT,303.12,8,D
30.72566,73.97916,340.62,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,300.46,4.12,D
30.69914,73.78391,334.46,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,304.44,3.7,D
30.73672,73.98509,339.93,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,299.95,3.98,D
30.70715,73.76997,339.62,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,303.98,3.83,D
30.74207,73.9758,338.99,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.34,5.06,D
30.71777,73.81693,330.55,0.38,0.36,2024-10-05,0809,N21,VIIRS,l,2.0NRT,301.73,1.87,D
30.72005,73.78778,330.75,0.38,0.36,2024-10-05,0809,N21,VIIRS,l,2.0NRT,301.3,2.49,D
30.77305,74.11297,332.73,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,300.69,3.84,D
30.69796,73.57926,334.63,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,303.59,2.03,D
30.74233,73.84464,335.06,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,303.67,4.19,D
30.76884,73.92933,336.09,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,303.47,4.28,D
30.80623,74.13084,333.34,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.63,2.87,D
30.7994,74.01415,333.86,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.14,4.73,D
30.7988,74.01018,330.51,0.38,0.36,2024-10-05,0809,N21,VIIRS,l,2.0NRT,301.92,4.73,D
30.76541,73.79159,338.31,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,303.85,5.68,D
30.76296,73.7757,338.48,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.91,4.14,D
30.76235,73.77173,333.81,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,300.7,4.14,D
30.75562,73.72803,335.75,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,303.03,4.44,D
30.45854,71.83956,335.66,0.41,0.37,2024-10-05,0809,N21,VIIRS,n,2.0NRT,300.25,6.95,D
30.45782,71.83536,334.86,0.41,0.37,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.69,6.95,D
30.80589,73.96772,339.08,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,300.87,3.72,D
30.78059,73.78025,330.33,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,300.83,3.55,D
30.76896,73.70477,351.04,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,305.28,12.4,D
30.78387,73.77957,342.99,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.21,3.55,D
30.79874,73.8544,335.45,0.38,0.36,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.27,5.02,D
